date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Nuclear,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2024-01-01T00:00:00,2024-01-01T00:00:00,5.156,174.41,1.718,2.533,3.537,7.361,0,2.197,0.348,0,15.162,45.496,9980.527,5.681,28.692,42.062,15.161,73.50540866434825,26.494591335651744
2024-01-01T01:00:00,2024-01-01T01:00:00,5.089,174.842,1.713,2.536,3.517,7.292,0,2.185,0.228,0,14.935,45.557,9911.179,5.344,28.783,41.752,14.935,73.65357136556882,26.346428634431174
2024-01-01T02:00:00,2024-01-01T02:00:00,5.042,175.026,1.689,2.569,3.518,7.32,0,2.179,0.21,0,14.916,44.89,9893.237,5.188,28.81,41.608999999999995,14.916000000000002,73.61167624944714,26.388323750552857
2024-01-01T03:00:00,2024-01-01T03:00:00,4.973,178.735,1.678,2.578,3.539,7.342,0,2.188,0.186,0,14.933,44.06,9929.172,4.674,28.394,40.619,14.933000000000002,73.11887960829493,26.88112039170507
2024-01-01T04:00:00,2024-01-01T04:00:00,4.929,179.45,1.693,2.617,3.539,7.324,0,2.188,0.1,0,14.844,44.697,9921.851,4.439,28.461,40.446,14.844000000000001,73.15246880086815,26.84753119913185
2024-01-01T05:00:00,2024-01-01T05:00:00,4.925,179.222,1.691,2.619,3.545,7.356,0,2.192,0.101,0,14.885,44.033,9936.383,4.623,28.39,40.557,14.885,73.1521229392879,26.847877060712094
2024-01-01T06:00:00,2024-01-01T06:00:00,4.932,181.916,1.695,2.502,3.582,7.344,0,2.195,0.083,0,14.899,44.209,9978.494,4.287,28.232,39.953,14.899000000000001,72.8378181287829,27.162181871217093
2024-01-01T07:00:00,2024-01-01T07:00:00,4.955,180.804,1.707,2.483,3.567,7.327,0,2.193,0.086,0,14.879,43.416,9962.831,3.896,28.889,40.223,14.879999999999999,72.99602562473913,27.003974375260874
2024-01-01T08:00:00,2024-01-01T08:00:00,4.989,176.525,1.695,2.504,3.565,7.329,0,2.199,0.014,0.543,14.802,44.942,9961.363,3.859,29.734,41.629000000000005,14.801999999999998,73.7697364923535,26.2302635076465
2024-01-01T09:00:00,2024-01-01T09:00:00,5.01,167.212,1.677,2.523,3.561,7.297,0,2.188,0.08,3.78,14.803,48.286,9914.887,3.235,29.944,44.492,14.803,75.03499451893076,24.96500548106923
2024-01-01T10:00:00,2024-01-01T10:00:00,5.036,159.608,1.717,2.499,3.638,7.309,0,2.198,0.035,7.391,14.897,51.085,10047.9,3.469,29.662,48.057,14.897000000000002,76.33669028179305,23.663309718206946
2024-01-01T11:00:00,2024-01-01T11:00:00,5.058,153.405,1.747,2.546,3.536,7.257,0,2.199,0.053,9.07,14.792,52.553,9946.948,3.571,29.804,50.049,14.792,77.18727348436947,22.812726515630544
2024-01-01T12:00:00,2024-01-01T12:00:00,5.091,155.623,1.764,2.478,3.534,7.289,0,2.198,0.072,8.692,14.857,53.493,9968.177,3.296,29.638,49.19500000000001,14.857,76.80478361331419,23.195216386685814
2024-01-01T13:00:00,2024-01-01T13:00:00,5.104,161.447,1.767,2.457,3.547,7.236,0,2.197,0.043,7.288,14.791,52.164,9962.782,3.279,28.791,46.919,14.79,76.03266946474582,23.967330535254177
2024-01-01T14:00:00,2024-01-01T14:00:00,5.131,171.775,1.769,2.381,3.722,7.281,0,2.192,0.512,4.878,15.476,49.942,10158.092,3.302,27.968,43.66,15.475999999999999,73.82981601731602,26.17018398268398
2024-01-01T15:00:00,2024-01-01T15:00:00,5.142,183.834,1.806,2.409,3.699,7.381,0,2.195,0.887,1.655,15.967,49.237,10194.516,3.809,26.472,39.487,15.968,71.20548192227933,28.794518077720678
2024-01-01T16:00:00,2024-01-01T16:00:00,5.148,191.802,1.906,2.37,3.708,7.887,0,2.321,1.248,0.093,17.071,50.717,10595.819,4.23,26.331,38.172,17.07,69.0995981318562,30.900401868143806
2024-01-01T17:00:00,2024-01-01T17:00:00,5.158,191.844,2.015,2.358,3.85,8.155,0,2.439,2.024,0,18.482,52.958,11037.675,4.448,27.09,39.054,18.483,67.87632306168204,32.12367693831795
2024-01-01T18:00:00,2024-01-01T18:00:00,5.185,191.169,2.059,2.372,3.844,8.16,0,2.356,2.852,0,19.271,51.748,10988.311,4.487,26.164,38.208,19.271,66.47297273786948,33.527027262130524
2024-01-01T19:00:00,2024-01-01T19:00:00,5.204,194.615,2.05,2.376,3.895,7.939,0,2.221,2.18,0,18.286,51.374,10827.248,4.588,25.181,37.349000000000004,18.285,67.13340762842867,32.86659237157134
2024-01-01T20:00:00,2024-01-01T20:00:00,5.203,200.207,1.999,2.374,3.901,7.747,0,2.179,0.803,0,16.629,49.933,10684.175,4.639,24.521,36.737,16.629,68.8397106772102,31.16028932278979
2024-01-01T21:00:00,2024-01-01T21:00:00,5.214,204.98,1.948,2.399,3.771,7.77,0,2.195,0.5,0,16.183,47.854,10536.525,4.655,22.951,35.219,16.183999999999997,68.51545629632511,31.484543703674877
2024-01-01T22:00:00,2024-01-01T22:00:00,5.204,209.398,1.827,2.453,3.795,7.668,0,2.203,0.36,0,15.853,48.102,10441.758,4.56,21.794,34.010999999999996,15.852999999999998,68.20752446654902,31.792475533450986
2024-01-01T23:00:00,2024-01-01T23:00:00,5.189,217.275,1.712,2.408,3.746,7.65,0,2.213,0.193,0,15.514,45.578,10307.653,3.724,20.606,31.927,15.514000000000001,67.29832845007483,32.70167154992517
2024-01-02T00:00:00,2024-01-02T00:00:00,5.138,219.342,1.635,2.402,3.621,7.306,0,2.203,0.067,0,14.833,43.454,9981.287,3.621,19.512,30.673000000000002,14.832,67.40577958466103,32.594220415338974
2024-01-02T01:00:00,2024-01-02T01:00:00,5.075,223.037,1.629,2.425,3.623,7.233,0,2.202,0.021,0,14.709,42.892,9950.314,3.767,18.637,29.904,14.708,67.03129202905048,32.96870797094952
2024-01-02T02:00:00,2024-01-02T02:00:00,5.016,223.303,1.653,2.448,3.593,7.299,0,2.201,0.086,0,14.831,42.352,9954.329,3.696,18.586,29.746,14.832000000000003,66.72798241284939,33.272017587150614
2024-01-02T03:00:00,2024-01-02T03:00:00,4.998,216.847,1.735,2.319,3.589,7.378,0,2.203,0.004,0,14.91,44.189,10032.455,4.017,20.021,31.355,14.908999999999999,67.77407919764829,32.22592080235172
2024-01-02T04:00:00,2024-01-02T04:00:00,4.969,207.028,1.771,2.34,3.587,7.481,0,2.196,0.029,0,15.064,45.825,10088.372,4.775,21.581,33.665,15.064,69.08617045291305,30.91382954708695
2024-01-02T05:00:00,2024-01-02T05:00:00,4.947,196.246,1.824,2.342,3.578,7.792,0,2.207,0.142,0,15.544,48.176,10245.317,5.096,24.278,36.663,15.543,70.22756005056891,29.7724399494311
2024-01-02T06:00:00,2024-01-02T06:00:00,4.974,188.838,1.923,2.327,3.534,8.216,0,2.348,0.249,0,16.269,52.135,10562.655,5.178,27.187,39.666,16.269999999999996,70.91318649885584,29.08681350114416
2024-01-02T07:00:00,2024-01-02T07:00:00,4.974,184.743,1.987,2.359,3.494,8.75,0,2.425,0.597,0,17.253,55.557,10833.201,5.191,28.863,41.387,17.253,70.5781036834925,29.4218963165075
2024-01-02T08:00:00,2024-01-02T08:00:00,5.028,185.809,2.067,2.361,3.528,9.482,0,2.631,0.847,0.095,18.555,58.083,11394.042,5.175,30.108,42.766999999999996,18.555,69.74169139949773,30.25830860050227
2024-01-02T09:00:00,2024-01-02T09:00:00,5.07,193.015,2.097,2.435,3.845,9.932,0,2.876,1.339,0.642,20.089,59.361,12162.09,5.188,29.588,42.923,20.089,68.11877102774075,31.88122897225925
2024-01-02T10:00:00,2024-01-02T10:00:00,5.106,199.653,2.109,2.419,4.166,9.987,0,2.971,0.792,1.545,20.025,61.762,12622.067,5.188,28.936,43.194,20.025000000000002,68.32439614672803,31.675603853271962
2024-01-02T11:00:00,2024-01-02T11:00:00,5.129,210.214,2.13,2.392,4.572,10.027,0,3.028,1.003,2.343,20.759,62.569,13119.43,4.359,27.428,41.650999999999996,20.759999999999998,66.73663296534265,33.26336703465736
2024-01-02T12:00:00,2024-01-02T12:00:00,5.156,216.73,2.113,2.407,5,10.142,0,3.048,2.111,2.857,22.415,63.716,13630.995,3.807,26.252,40.479,22.413999999999998,64.36169367020177,35.638306329798226
2024-01-02T13:00:00,2024-01-02T13:00:00,5.168,224.245,2.198,2.417,5.009,10.111,0,3.047,1.497,2.53,21.862,63.938,13695.195,3.371,25.724,39.21,21.862000000000002,64.20290804296567,35.79709195703432
2024-01-02T14:00:00,2024-01-02T14:00:00,5.202,228.082,2.117,2.424,5.196,10.121,0,3.046,2.538,1.339,23.019,62.771,13833.871,3.301,25.368,37.634,23.018,62.04906680736002,37.95093319263998
2024-01-02T15:00:00,2024-01-02T15:00:00,5.226,225.546,2.108,2.458,4.844,10.246,0,3.031,2.949,0.351,23.178,61.86,13482.226,3.254,25.31,36.599,23.177999999999997,61.22588955618382,38.774110443816184
2024-01-02T16:00:00,2024-01-02T16:00:00,5.229,217.821,2.108,2.382,4.91,10.447,0,3.041,3.655,0.015,24.161,62.854,13638.351,3.732,27.094,38.452,24.161,61.41216680242122,38.58783319757878
2024-01-02T17:00:00,2024-01-02T17:00:00,5.238,208.351,2.132,2.402,4.751,10.435,0,3.051,2.609,0,22.979,64.894,13501.695,5.057,29.126,41.823,22.978,64.54067066866251,35.45932933133748
2024-01-02T18:00:00,2024-01-02T18:00:00,5.241,200.804,2.099,2.36,4.705,10.292,0,3.061,1.869,0,22.027,64.871,13393.169,6.032,31.038,44.671,22.026,66.97602590821175,33.02397409178823
2024-01-02T19:00:00,2024-01-02T19:00:00,5.247,187.402,2.045,2.439,4.273,9.939,0,2.996,1.19,0,20.443,62.956,12708.445,6.402,33.283,47.371,20.442999999999998,69.85430737015956,30.145692629840447
2024-01-02T20:00:00,2024-01-02T20:00:00,5.242,175.958,2.006,2.405,3.946,9.195,0,2.869,0.744,0,18.76,60.916,11943.614,6.435,35.036,49.118,18.76,72.36217920386576,27.637820796134243
2024-01-02T21:00:00,2024-01-02T21:00:00,5.235,166.666,1.98,2.369,3.649,8.713,0,2.703,0.435,0,17.479,58.202,11271.423,6.375,36.17,50.149,17.479999999999997,74.15310000147866,25.846899998521344
2024-01-02T22:00:00,2024-01-02T22:00:00,5.238,163.98,1.934,2.373,3.715,8.134,0,2.532,0.412,0,16.727,56.562,10932.138,6.056,36.273,49.940000000000005,16.727,74.90962545187274,25.090374548127258
2024-01-02T23:00:00,2024-01-02T23:00:00,5.229,161.743,1.894,2.393,3.784,7.803,0,2.388,0.151,0,16.02,53.808,10714.524,5.661,36.941,50.224000000000004,16.02,75.81667773685164,24.18332226314836
2024-01-03T00:00:00,2024-01-03T00:00:00,5.18,167.463,1.904,2.321,3.614,7.567,0,2.381,0.035,0,15.501,52.167,10553.715,3.959,36.061,47.521,15.501000000000001,75.40382723493383,24.596172765066168
2024-01-03T01:00:00,2024-01-03T01:00:00,5.141,167.435,1.865,2.276,3.573,7.451,0,2.346,0.005,0,15.24,51.885,10406.481,3.201,36.295,46.913000000000004,15.24,75.47986420607211,24.520135793927885
2024-01-03T02:00:00,2024-01-03T02:00:00,5.087,166.291,1.848,2.302,3.577,7.57,0,2.343,0.012,0,15.349,51.082,10436.16,3.078,36.943,47.41,15.350000000000001,75.54174633524538,24.458253664754622
2024-01-03T03:00:00,2024-01-03T03:00:00,5.043,165.349,1.859,2.362,3.549,7.535,0,2.341,0.007,0,15.291,51.961,10398.579,2.899,37.293,47.597,15.290999999999999,75.68534537590638,24.314654624093627
2024-01-03T04:00:00,2024-01-03T04:00:00,4.988,163.271,1.883,2.405,3.548,7.553,0,2.326,0.006,0,15.316,52.677,10399.496,2.894,38.091,48.378,15.316,75.95377900587182,24.046220994128177
2024-01-03T05:00:00,2024-01-03T05:00:00,4.951,161.951,1.926,2.304,3.555,7.721,0,2.318,0.002,0,15.523,56.167,10489.811,3.437,38.557,49.249,15.522,76.03557147488846,23.964428525111547
2024-01-03T06:00:00,2024-01-03T06:00:00,4.985,154.06,2.031,2.292,3.59,8.097,0,2.324,0.011,0,16.053,59.363,10748.993,5.105,41.336,53.718,16.053,76.99187341445587,23.00812658554414
2024-01-03T07:00:00,2024-01-03T07:00:00,4.998,155.607,2.165,2.384,3.583,8.527,0,2.47,0.219,0,16.964,61.276,11149.42,5.126,42.178,54.68599999999999,16.964,76.32379623168178,23.676203768318217
2024-01-03T08:00:00,2024-01-03T08:00:00,5.014,158.96,2.194,2.379,3.61,9.093,0,2.621,0.704,0.417,18.223,62.222,11550.499,5.15,41.479,54.439,18.222,74.92189757916901,25.078102420830984
2024-01-03T09:00:00,2024-01-03T09:00:00,5.043,160.402,2.19,2.072,3.789,9.337,0,2.757,0.605,2.766,18.679,64.054,11944.738,5.274,40.634,55.789,18.678,74.91774880148255,25.082251198517465
2024-01-03T10:00:00,2024-01-03T10:00:00,5.04,153.929,2.201,2.365,3.638,9.279,0,2.911,0.339,5.627,18.368,66.406,11932.1,5.255,40.862,59.149,18.368,76.30455254976329,23.695447450236724
2024-01-03T11:00:00,2024-01-03T11:00:00,5.052,148.782,2.179,2.396,3.59,9.102,0,2.839,0.25,6.822,17.961,68.452,11727.435,5.31,41.282,60.861999999999995,17.96,77.21448326609321,22.78551673390678
2024-01-03T12:00:00,2024-01-03T12:00:00,5.107,150.098,2.157,2.37,3.587,9.006,0,2.953,0.144,7.199,17.848,67.441,11788.854,5.096,40.921,60.693,17.846999999999998,77.27654698242934,22.723453017570662
2024-01-03T13:00:00,2024-01-03T13:00:00,5.147,156.686,2.143,2.338,3.722,9.267,0,3.038,0.266,6.778,18.436,66.702,12089.101,4.554,39.901,58.718,18.436,76.10493299116055,23.895067008839465
2024-01-03T14:00:00,2024-01-03T14:00:00,5.192,160.423,2.146,2.425,3.571,9.229,0,2.923,0.076,4.694,17.946,65.965,11810.833,4.313,39.053,55.67699999999999,17.945,75.62549237999512,24.374507620004895
2024-01-03T15:00:00,2024-01-03T15:00:00,5.212,173.4,2.142,2.356,3.715,9.419,0,2.909,0.443,1.772,18.627,64.051,12015.067,3.776,37.547,50.663,18.628,73.11627772726617,26.883722272733834
2024-01-03T16:00:00,2024-01-03T16:00:00,5.226,192.698,2.269,2.326,4.441,9.885,0,2.999,1.954,0.101,21.548,63.287,13149.704,3.562,35.477,46.69199999999999,21.548,68.4232121922626,31.5767878077374
2024-01-03T17:00:00,2024-01-03T17:00:00,5.216,207.313,2.417,2.277,5.115,9.989,0,3.132,2.896,0,23.55,64.669,14152,3.647,33.574,44.714,23.549000000000003,65.50254164042013,34.497458359579866
2024-01-03T18:00:00,2024-01-03T18:00:00,5.216,215.469,2.428,2.255,5.401,10.003,0,3.153,3.059,0,24.044,65.237,14480.771,3.355,32.337,43.163000000000004,24.044,64.22396476557502,35.77603523442498
2024-01-03T19:00:00,2024-01-03T19:00:00,5.217,218.288,2.332,2.242,5.102,9.884,0,3.158,2.275,0,22.753,63.101,14057.429,3.254,30.933,41.646,22.751,64.67071447427675,35.32928552572325
2024-01-03T20:00:00,2024-01-03T20:00:00,5.227,216.002,2.174,2.29,4.703,9.746,0,3.169,1.627,0,21.418,59.4,13468.202,3.244,30.173,40.934,21.419,65.64880599169246,34.351194008307544
2024-01-03T21:00:00,2024-01-03T21:00:00,5.227,209.642,2.123,2.248,4.135,9.26,0,3.094,0.768,0,19.38,57.249,12572.072,3.404,29.71,40.589,19.380000000000003,67.68330303990395,32.31669696009605
2024-01-03T22:00:00,2024-01-03T22:00:00,5.228,206.074,2.067,2.256,3.856,8.94,0,2.909,0.644,0,18.415,54.716,11951.477,3.529,28.568,39.581,18.415999999999997,68.24663344655758,31.753366553442415
2024-01-03T23:00:00,2024-01-03T23:00:00,5.21,201.302,2.027,2.253,3.865,8.673,0,2.688,0.464,0,17.717,52.113,11649.082,3.881,28.807,40.150999999999996,17.717,69.38376995921753,30.616230040782472
2024-01-04T00:00:00,2024-01-04T00:00:00,5.145,195.25,1.898,2.262,3.829,8.178,0,2.549,0.051,0,16.506,51.906,11179.361,4.097,29.246,40.75,16.505,71.17282333420663,28.82717666579338
2024-01-04T01:00:00,2024-01-04T01:00:00,5.082,189.005,1.85,2.232,3.83,7.888,0,2.431,0.025,0,16.025,51.833,10913.123,4.164,30.237,41.714999999999996,16.023999999999997,72.2475276676077,27.75247233239232
2024-01-04T02:00:00,2024-01-04T02:00:00,5.018,186.224,1.836,2.315,3.917,7.828,0,2.441,0.017,0,16.039,52.053,10982.735,4.185,31.418,42.936,16.038999999999998,72.80373039423486,27.196269605765156
2024-01-04T03:00:00,2024-01-04T03:00:00,4.962,187.198,1.847,2.353,4.075,7.809,0,2.428,0.013,0,16.172,52.422,11143.561,4.048,31.992,43.355000000000004,16.172000000000004,72.83249617820485,27.16750382179515
2024-01-04T04:00:00,2024-01-04T04:00:00,4.933,186.843,1.873,2.256,4.127,7.784,0,2.412,0.021,0,16.217,52.674,11199.266,3.947,32.587,43.723,16.217,72.94461127794462,27.05538872205539
2024-01-04T05:00:00,2024-01-04T05:00:00,4.905,192.972,1.967,2.24,4.301,8.423,0,2.557,0.043,0,17.293,54.358,11825.594,3.845,32.999,43.989000000000004,17.291,71.78361618798957,28.21638381201044
2024-01-04T06:00:00,2024-01-04T06:00:00,4.94,213.419,2.063,2.344,5.233,9.541,0,2.721,0.246,0,19.803,56.571,13443.249,3.649,32.254,43.187,19.804,68.56058802051086,31.43941197948913
2024-01-04T07:00:00,2024-01-04T07:00:00,4.97,247.161,2.204,2.364,7.16,10.358,0,2.898,0.305,0,22.925,60.075,16063.144,3.384,31.347,42.065,22.925,64.72534236036313,35.27465763963687
2024-01-04T08:00:00,2024-01-04T08:00:00,5.003,266.288,2.289,2.345,7.947,10.613,0,3.062,0.608,0.24,24.519,62.204,17216.186,3.208,29.337,40.133,24.519000000000002,62.07541916723381,37.924580832766196
2024-01-04T09:00:00,2024-01-04T09:00:00,5.021,274.221,2.428,2.283,8.378,10.982,0,3.113,0.477,1.821,25.378,64.378,17966.076,2.884,28.13,40.138999999999996,25.378,61.265015186898054,38.734984813101946
2024-01-04T10:00:00,2024-01-04T10:00:00,5.036,271.444,2.601,2.37,8.366,10.927,0,3.03,0.396,3.933,25.319,66.017,17996.271,2.484,27.156,40.979,25.32,61.80937872366098,38.190621276339
2024-01-04T11:00:00,2024-01-04T11:00:00,5.028,268.295,2.838,2.415,8.544,10.702,0,2.522,0.997,5.506,25.602,64.542,17811.851,1.685,26.153,40.787,25.603,61.43545714716071,38.56454285283928
2024-01-04T12:00:00,2024-01-04T12:00:00,5.098,281.851,2.96,2.4,8.969,11.067,0,2.4,0.553,6.104,25.949,64.72,18375.354,1.445,24.199,39.246,25.948999999999998,60.19786793465758,39.80213206534244
2024-01-04T13:00:00,2024-01-04T13:00:00,5.143,305.216,3.102,2.383,9.63,11.352,0,2.414,0.592,5.62,27.089,64.334,19300.979,1.332,21.669,36.147000000000006,27.090000000000003,57.16115565254519,42.83884434745481
2024-01-04T14:00:00,2024-01-04T14:00:00,5.184,336.568,3.537,2.429,10.444,11.629,0,2.395,0.829,4.182,28.834,63.308,20588.054,1.274,19.267,32.336,28.834,52.86251430439758,47.137485695602415
2024-01-04T15:00:00,2024-01-04T15:00:00,5.189,380.555,4.218,2.503,11.211,12.595,0,2.436,1.284,1.725,31.744,63.067,22340.945,1.368,16.178,26.963,31.744,45.92808353347982,54.07191646652018
2024-01-04T16:00:00,2024-01-04T16:00:00,5.202,410.64,4.567,2.631,11.667,13.153,0,2.628,2.237,0.102,34.251,63.781,23489.728,1.596,13.42,22.951,34.252,40.12202157229516,59.87797842770484
2024-01-04T17:00:00,2024-01-04T17:00:00,5.207,423.953,4.607,2.739,11.804,13.769,0,2.758,3.383,0,36.321,65.651,24015.239,1.624,10.755,20.325000000000003,36.321000000000005,35.88073297320199,64.11926702679801
2024-01-04T18:00:00,2024-01-04T18:00:00,5.219,444.026,4.435,2.702,12.042,14.509,0,3.033,3.779,0,37.797,65.059,24655.429,1.514,8.295,17.73,37.798,31.929837199250827,68.07016280074917
2024-01-04T19:00:00,2024-01-04T19:00:00,5.219,469.135,4.352,2.399,12.204,14.128,0,3.024,2.449,0,36.157,64.171,24604.332,1.832,6.84,16.29,36.157,31.059927164566137,68.94007283543387
2024-01-04T20:00:00,2024-01-04T20:00:00,5.203,481.762,4.08,2.341,12.253,13.645,0,3.022,1.34,0,34.34,61.402,24262.569,2.13,6.348,16.022,34.34,31.813669036178066,68.18633096382193
2024-01-04T21:00:00,2024-01-04T21:00:00,5.212,484.971,3.535,2.336,12.027,13.579,0,3.028,0.533,0,32.702,59.575,23573.819,2.571,5.787,15.905999999999999,32.702,32.72300855826201,67.27699144173799
2024-01-04T22:00:00,2024-01-04T22:00:00,5.205,467.975,3.429,2.35,11.392,12.476,0,2.993,0.428,0,30.718,57.374,22360.458,3.262,6.248,17.065,30.718,35.71353828767553,64.28646171232447
2024-01-04T23:00:00,2024-01-04T23:00:00,5.179,452.536,2.869,2.412,10.884,11.001,0,2.95,0.416,0,28.119,54.167,20813.226,3.539,6.744,17.874000000000002,28.119999999999997,38.861590642257696,61.138409357742304
2024-01-05T00:00:00,2024-01-05T00:00:00,5.117,425.613,2.482,2.486,10.087,10.703,0,2.96,0.272,0,26.503,51.327,19557.851,4.061,7.784,19.448,26.503999999999998,42.322423398328695,57.67757660167131
2024-01-05T01:00:00,2024-01-05T01:00:00,5.05,401.52,2.399,2.433,9.376,10.265,0,2.958,0.084,0,25.081,50.015,18577.141,4.695,9.008,21.186,25.081999999999997,45.78974669317887,54.21025330682112
2024-01-05T02:00:00,2024-01-05T02:00:00,5.003,380.921,2.332,2.37,9.168,10.15,0,2.953,0.099,0,24.704,51.458,18256.519,4.944,10.906,23.223,24.701999999999998,48.45696400625978,51.54303599374022
2024-01-05T03:00:00,2024-01-05T03:00:00,4.948,365.057,2.371,2.364,9.055,10.014,0,2.955,0.056,0,24.45,52.612,18119.942,5.065,12.808,25.185000000000002,24.450999999999997,50.73938270610042,49.260617293899585
2024-01-05T04:00:00,2024-01-05T04:00:00,4.92,352.78,2.334,2.372,8.953,10.143,0,2.917,0.032,0,24.381,53.44,17979.216,5.096,14.196,26.584,24.379,52.16333418362341,47.83666581637659
2024-01-05T05:00:00,2024-01-05T05:00:00,4.899,348.937,2.435,2.374,9.388,10.478,0,2.961,0.066,0,25.328,54.441,18680.457,5.114,15.82,28.207,25.328,52.688895115345105,47.3111048846549
2024-01-05T06:00:00,2024-01-05T06:00:00,4.901,347.499,2.626,2.471,9.99,11.057,0,2.976,0.175,0,26.824,57.506,19702.41,5.155,17.347,29.874000000000002,26.824,52.68968923066068,47.3103107693393
2024-01-05T07:00:00,2024-01-05T07:00:00,4.949,360.02,3.037,2.543,11.625,11.609,0,3.08,0.52,0,29.871,60.738,22059.707,5.185,18.725,31.402,29.871,51.24932678341195,48.750673216588055
2024-01-05T08:00:00,2024-01-05T08:00:00,4.995,360.173,3.452,2.51,12.188,11.98,0,3.158,0.446,0.271,31.223,64.178,23192.233,5.252,20.14,33.168,31.224000000000004,51.509504286246745,48.49049571375327
2024-01-05T09:00:00,2024-01-05T09:00:00,5.017,348.322,3.684,2.522,12.245,11.94,0,3.166,0.382,1.909,31.417,65.163,23430.554,5.279,21.122,35.849000000000004,31.417,53.2943834924033,46.7056165075967
2024-01-05T10:00:00,2024-01-05T10:00:00,5.052,334.206,3.482,2.487,12.457,11.846,0,3.168,0.334,4.455,31.286,66.705,23463.926,5.317,21.611,38.922,31.287,55.437337093535014,44.56266290646498
2024-01-05T11:00:00,2024-01-05T11:00:00,5.102,317.335,3.178,2.52,12.068,11.904,0,3.178,0.252,6.409,30.581,67.828,22847.203,5.36,22.026,41.417,30.58,57.52600802811229,42.47399197188771
2024-01-05T12:00:00,2024-01-05T12:00:00,5.136,318.431,3.213,2.537,12.039,12.33,0,3.195,0.341,6.304,31.117,67.716,23025.974,5.399,21.818,41.194,31.118000000000002,56.96703175129991,43.03296824870007
2024-01-05T13:00:00,2024-01-05T13:00:00,5.146,318.384,3.278,2.535,11.425,12.4,0,3.18,0.805,4.728,31.089,65.763,22431.109,5.478,21.477,39.364000000000004,31.088,55.87350252654291,44.12649747345711
2024-01-05T14:00:00,2024-01-05T14:00:00,5.174,329.675,3.356,2.511,11.319,12.539,0,3.167,0.554,3.044,30.935,65.012,22408.732,5.605,20.704,37.038000000000004,30.935,54.489282509231614,45.51071749076839
2024-01-05T15:00:00,2024-01-05T15:00:00,5.194,348.906,3.613,2.505,11.389,12.744,0,3.155,0.497,1.103,31.398,63.991,22745.873,5.772,19.22,33.794,31.398,51.83764879126274,48.16235120873728
2024-01-05T16:00:00,2024-01-05T16:00:00,5.201,355.87,3.719,2.591,11.657,12.881,0,3.164,1.178,0.076,32.6,63.937,23179.879,5.845,18.823,32.536,32.599,49.95163890381516,50.04836109618485
2024-01-05T17:00:00,2024-01-05T17:00:00,5.217,354.848,3.985,2.528,11.859,12.933,0,3.17,2.122,0,34.068,65.247,23632.327,5.961,18.825,32.531,34.069,48.84534534534535,51.154654654654664
2024-01-05T18:00:00,2024-01-05T18:00:00,5.215,357.9,3.982,2.449,12.004,12.948,0,3.158,1.625,0,33.717,65.335,23769.696,6.085,18.949,32.698,33.717,49.232854023940384,50.76714597605962
2024-01-05T19:00:00,2024-01-05T19:00:00,5.233,366.317,3.967,2.471,12.641,12.937,0,3.163,1.328,0,34.036,63.442,24435.409,6.206,18.76,32.67,34.036,48.976104098581835,51.02389590141816
2024-01-05T20:00:00,2024-01-05T20:00:00,5.237,378.182,3.877,2.393,12.824,12.665,0,3.087,0.542,0,32.996,60.212,24395.346,6.228,17.654,31.512,32.995000000000005,48.850512347497165,51.149487652502835
2024-01-05T21:00:00,2024-01-05T21:00:00,5.247,380.627,3.225,2.434,12.838,11.705,0,3.069,0.206,0,31.043,57.822,23532.549,6.226,16.875,30.782,31.043,49.78892033966842,50.21107966033158
2024-01-05T22:00:00,2024-01-05T22:00:00,5.229,381.188,2.87,2.449,12.53,11.246,0,3.065,0.153,0,29.864,55.833,22750.473,6.218,15.924,29.82,29.864,49.96313919978554,50.03686080021447
2024-01-05T23:00:00,2024-01-05T23:00:00,5.193,372.776,2.383,2.404,11.083,10.941,0,2.991,0.087,0,27.486,52.426,20651.242,6.163,14.154,27.914,27.485000000000003,50.38719110453257,49.61280889546743
2024-01-06T00:00:00,2024-01-06T00:00:00,5.146,368.489,2.232,2.417,10.258,10.982,0,2.884,0.212,0,26.568,49.577,19532.589,6.188,12.689,26.439999999999998,26.567999999999998,49.87926350739511,50.12073649260489
2024-01-06T01:00:00,2024-01-06T01:00:00,5.08,374.422,2.111,2.425,10.003,10.77,0,2.867,0.146,0,25.896,48.856,19061.807,6.125,11.383,25.012999999999998,25.897000000000002,49.131801217835395,50.86819878216461
2024-01-06T02:00:00,2024-01-06T02:00:00,5.038,375.613,2.018,2.427,9.775,10.635,0,2.868,0.106,0,25.401,49.043,18698.564,5.939,10.978,24.381999999999998,25.401999999999997,48.975574481761214,51.02442551823879
2024-01-06T03:00:00,2024-01-06T03:00:00,4.982,379.067,2.016,2.418,9.582,10.652,0,2.875,0.109,0,25.234,48.694,18512.216,5.722,10.481,23.603,25.234,48.33015951020742,51.66984048979258
2024-01-06T04:00:00,2024-01-06T04:00:00,4.941,383.516,1.985,2.413,9.669,10.746,0,2.936,0.089,0,25.425,48.9,18666.258,5.764,10.127,23.244999999999997,25.424999999999997,47.7604273679885,52.23957263201151
